"","Vez","Codigo","C1","C2","EP","C3","C4","EF","Prom","Sust","Final","Curso","Ciclo"
"669","1","138181",16,12,15,13,14,14,14,"ND",14,"Programacion Orientada a Objetos",2
"670","1","136053",13,9,7,12,12,10,10,"ND",10,"Programacion Orientada a Objetos",2
"671","1","47251",12,14,12,11,13,12,12,"ND",12,"Programacion Orientada a Objetos",2
"672","1","139669",12,13,11,12,13,9,11,"ND",11,"Programacion Orientada a Objetos",2
"673","1","138990",11,10,6,12,13,9,10,"ND",10,"Programacion Orientada a Objetos",2
"674","1","140387",13,14,13,13,14,13,13,"ND",13,"Programacion Orientada a Objetos",2
"675","1","132592",12,13,11,14,13,10,12,"ND",12,"Programacion Orientada a Objetos",2
"676","1","139420",13,12,10,14,14,15,13,"ND",13,"Programacion Orientada a Objetos",2
"677","1","138881",15,13,13,14,13,12,13,"ND",13,"Programacion Orientada a Objetos",2
"678","1","136009",16,15,15,13,13,13,14,"ND",14,"Programacion Orientada a Objetos",2
"679","2","124120",8,12,13,11,12,10,11,"ND",11,"Programacion Orientada a Objetos",2
"680","1","136762",15,16,13,14,15,11,14,"ND",14,"Programacion Orientada a Objetos",2
"681","1","140397",13,11,7,12,12,10,10,"11",11,"Programacion Orientada a Objetos",2
"682","1","138717",13,10,10,8,10,9,10,"ND",10,"Programacion Orientada a Objetos",2
"683","1","140528",13,14,11,12,10,10,11,"ND",11,"Programacion Orientada a Objetos",2
"684","1","138234",11,15,14,14,13,13,13,"ND",13,"Programacion Orientada a Objetos",2
"685","1","137539",8,11,11,12,11,8,10,"11",11,"Programacion Orientada a Objetos",2
"686","1","140557",13,13,9,13,11,11,11,"ND",11,"Programacion Orientada a Objetos",2
"687","1","140286",10,12,6,12,10,6,9,"ND",9,"Programacion Orientada a Objetos",2
"688","1","136067",17,17,16,17,18,15,17,"ND",17,"Programacion Orientada a Objetos",2
"689","1","137823",14,15,11,12,11,6,10,"ND",10,"Programacion Orientada a Objetos",2
"690","1","138758",16,12,16,15,14,14,14,"ND",14,"Programacion Orientada a Objetos",2
"691","1","136926",13,14,12,15,12,12,13,"ND",13,"Programacion Orientada a Objetos",2
"692","1","136142",15,13,11,13,13,10,12,"ND",12,"Programacion Orientada a Objetos",2
"693","1","137562",14,14,9,13,12,9,11,"ND",11,"Programacion Orientada a Objetos",2
"694","1","136574",12,15,13,14,12,10,12,"ND",12,"Programacion Orientada a Objetos",2
"695","1","135232",14,14,11,11,12,8,11,"ND",11,"Programacion Orientada a Objetos",2
"696","1","138542",12,10,6,14,12,9,10,"ND",10,"Programacion Orientada a Objetos",2
"697","1","140467",16,14,14,13,14,11,13,"ND",13,"Programacion Orientada a Objetos",2
"698","1","126285",12,12,7,13,11,7,10,"ND",10,"Programacion Orientada a Objetos",2
"699","1","138588",18,18,18,16,17,19,18,"ND",18,"Programacion Orientada a Objetos",2
"700","1","135996",12,12,10,11,10,10,10,"ND",10,"Programacion Orientada a Objetos",2
"701","1","140980",15,16,15,14,15,15,15,"ND",15,"Programacion Orientada a Objetos",2
"702","1","136740",13,14,12,11,11,9,11,"ND",11,"Programacion Orientada a Objetos",2
"703","1","136546",14,15,15,13,14,13,14,"ND",14,"Programacion Orientada a Objetos",2
"704","1","138148",14,13,14,14,13,11,13,"ND",13,"Programacion Orientada a Objetos",2
"705","1","136955",10,14,12,14,10,10,11,"ND",11,"Programacion Orientada a Objetos",2
"706","1","135192",13,13,11,13,12,7,11,"ND",11,"Programacion Orientada a Objetos",2
"707","1","136080",15,15,13,11,14,12,13,"ND",13,"Programacion Orientada a Objetos",2
"708","1","136634",11,14,11,14,13,12,13,"ND",13,"Programacion Orientada a Objetos",2
"709","1","140274",14,14,13,15,14,13,14,"ND",14,"Programacion Orientada a Objetos",2
"710","1","140869",12,15,11,12,10,11,11,"ND",11,"Programacion Orientada a Objetos",2
"711","1","136100",13,12,15,12,14,12,13,"ND",13,"Programacion Orientada a Objetos",2
"712","1","136734",14,15,11,13,13,11,12,"ND",12,"Programacion Orientada a Objetos",2
"713","1","136981",15,12,14,11,13,13,13,"ND",13,"Programacion Orientada a Objetos",2
"714","1","136776",7,11,5,11,11,8,9,"ND",9,"Programacion Orientada a Objetos",2
"715","1","133194",13,14,10,12,12,11,12,"ND",12,"Programacion Orientada a Objetos",2
"716","1","139016",12,14,8,12,13,8,11,"ND",11,"Programacion Orientada a Objetos",2
"717","1","93667",13,13,14,12,14,11,13,"ND",13,"Programacion Orientada a Objetos",2
"718","1","139782",13,16,14,12,15,14,14,"ND",14,"Programacion Orientada a Objetos",2
"719","1","78638",11,12,7,10,11,6,9,"ND",9,"Programacion Orientada a Objetos",2
"720","1","133946",12,9,8,12,12,9,10,"11",11,"Programacion Orientada a Objetos",2
"721","1","132138",12,15,13,14,11,14,13,"ND",13,"Programacion Orientada a Objetos",2
"722","1","43210",14,14,13,15,13,11,13,"ND",13,"Programacion Orientada a Objetos",2
"723","1","136943",12,13,15,13,12,15,14,"ND",13,"Algebra Lineal",3
"724","1","139083",14,12,12,12,13,14,13,"ND",14,"Algebra Lineal",3
"725","1","135888",14,14,14,12,14,15,14,"ND",13,"Algebra Lineal",3
"726","1","124610",12,14,13,12,13,11,12,"ND",11,"Algebra Lineal",3
"727","1","136749",12,14,13,15,12,12,13,"ND",13,"Algebra Lineal",3
"728","1","138223",11,10,10,12,11,7,10,"11",11,"Algebra Lineal",3
"729","1","140684",12,14,15,14,12,12,13,"ND",12,"Algebra Lineal",3
"730","1","139429",13,15,13,14,13,14,14,"ND",13,"Algebra Lineal",3
"731","1","139655",15,13,13,13,14,14,14,"ND",12,"Algebra Lineal",3
"732","1","134691",14,14,15,12,14,15,14,"ND",14,"Algebra Lineal",3
"733","1","139558",12,12,13,15,14,12,13,"ND",11,"Algebra Lineal",3
"734","1","137589",11,12,12,12,12,13,12,"ND",11,"Algebra Lineal",3
"735","1","138042",14,12,12,12,14,14,13,"ND",11,"Algebra Lineal",3
"736","1","136442",13,15,15,14,14,14,14,"ND",14,"Algebra Lineal",3
"737","1","139947",14,12,13,13,12,14,13,"ND",14,"Algebra Lineal",3
"738","1","136852",14,12,14,15,14,15,14,"ND",16,"Algebra Lineal",3
"739","1","122718",10,12,12,10,8,11,10,"ND",11,"Algebra Lineal",3
"740","1","137803",15,12,15,14,12,14,14,"ND",14,"Algebra Lineal",3
"741","1","138349",14,13,13,12,13,14,13,"ND",12,"Algebra Lineal",3
"742","1","136046",14,12,13,13,12,14,13,"ND",13,"Algebra Lineal",3
"743","1","140166",14,11,12,10,12,11,11,"ND",11,"Algebra Lineal",3
"744","1","137583",14,13,14,13,12,14,13,"ND",14,"Algebra Lineal",3
"745","1","133300",12,14,13,14,14,13,13,"ND",11,"Algebra Lineal",3
"746","1","138048",13,13,12,13,13,11,12,"ND",12,"Algebra Lineal",3
"747","1","135940",12,13,14,13,14,13,13,"ND",12,"Algebra Lineal",3
"748","1","138181",15,14,14,13,15,14,14,"ND",14,"Algebra Lineal",3
"749","1","139396",10,14,12,13,12,12,12,"ND",11,"Algebra Lineal",3
"750","1","139669",13,14,14,14,14,11,13,"ND",13,"Algebra Lineal",3
"751","1","140387",13,13,11,12,13,12,12,"ND",12,"Algebra Lineal",3
"752","1","132592",14,15,12,15,14,13,14,"ND",11,"Algebra Lineal",3
"753","1","138881",12,13,12,14,13,14,13,"ND",12,"Algebra Lineal",3
"754","1","136009",14,15,15,14,14,15,15,"ND",15,"Algebra Lineal",3
"755","1","136762",13,12,15,14,13,14,14,"ND",13,"Algebra Lineal",3
"756","1","140397",12,11,13,12,13,12,12,"ND",11,"Algebra Lineal",3
"757","1","138717",13,13,12,14,13,13,13,"ND",11,"Algebra Lineal",3
"758","2","138234",13,12,12,11,12,12,12,"ND",11,"Algebra Lineal",3
"759","1","137539",12,13,12,12,11,13,12,"ND",11,"Algebra Lineal",3
"760","1","140286",13,14,13,12,13,13,13,"ND",11,"Algebra Lineal",3
"761","1","136067",20,10,12,17,17,17,15,"ND",16,"Algebra Lineal",3
"762","1","137823",15,12,13,15,13,14,14,"ND",12,"Algebra Lineal",3
"763","1","138758",14,14,16,15,14,15,15,"ND",15,"Algebra Lineal",3
"764","1","136926",11,13,12,13,12,12,12,"ND",11,"Algebra Lineal",3
"765","1","136142",13,14,13,14,10,12,12,"ND",12,"Algebra Lineal",3
"766","1","137562",12,14,13,11,13,12,13,"ND",12,"Algebra Lineal",3
"767","1","136574",12,13,13,14,13,12,13,"ND",12,"Algebra Lineal",3
"768","1","138542",11,13,14,12,12,12,12,"ND",11,"Algebra Lineal",3
"769","1","140467",13,13,11,14,12,12,12,"ND",12,"Algebra Lineal",3
"770","1","126285",13,13,13,14,13,13,13,"ND",12,"Algebra Lineal",3
"771","1","138588",13,17,20,15,17,20,18,"ND",17,"Algebra Lineal",3
"772","1","135996",11,14,12,12,14,12,13,"ND",12,"Algebra Lineal",3
"773","1","140980",16,15,16,15,16,15,16,"ND",16,"Algebra Lineal",3
"774","1","136740",14,12,14,13,14,12,13,"ND",13,"Algebra Lineal",3
"775","1","136546",14,15,14,13,15,15,14,"ND",14,"Algebra Lineal",3
"776","1","138148",12,13,14,14,14,14,14,"ND",13,"Algebra Lineal",3
"777","1","135575",14,13,12,14,13,12,13,"ND",12,"Algebra Lineal",3
"778","1","135385",13,14,11,12,12,11,12,"ND",12,"Algebra Lineal",3
"779","1","135192",14,13,13,12,13,14,13,"ND",13,"Algebra Lineal",3
"780","1","136080",15,14,15,13,14,14,14,"ND",14,"Algebra Lineal",3
"781","1","136634",13,13,15,14,12,14,14,"ND",13,"Algebra Lineal",3
"782","1","140274",16,15,15,14,15,14,15,"ND",14,"Algebra Lineal",3
"783","1","140869",13,13,14,14,14,13,14,"ND",12,"Algebra Lineal",3
"784","1","136734",13,14,15,13,15,12,14,"ND",13,"Algebra Lineal",3
"785","1","136981",12,14,12,12,12,14,13,"ND",12,"Algebra Lineal",3
"786","1","133194",14,12,14,12,13,12,13,"ND",12,"Algebra Lineal",3
"787","1","139016",13,13,13,13,12,14,13,"ND",12,"Algebra Lineal",3
"788","1","139782",16,15,15,14,15,16,15,"ND",15,"Algebra Lineal",3
"789","1","133946",14,12,14,13,13,11,13,"ND",12,"Algebra Lineal",3
"790","1","132138",15,15,14,14,12,15,14,"ND",13,"Algebra Lineal",3
"791","1","134691",9,7,7,8,10,6,8,"ND",8,"Fisica 1",3
"792","1","136442",9,7,6,8,2,0,4,"ND",4,"Fisica 1",3
"793","1","139947",8,7,7,9,8,7,8,"ND",8,"Fisica 1",3
"794","1","136852",10,9,11,10,12,10,11,"ND",11,"Fisica 1",3
"795","1","137803",9,7,7,7,8,2,6,"ND",6,"Fisica 1",3
"796","1","138349",8,7,7,8,6,0,5,"ND",5,"Fisica 1",3
"797","1","136046",2,9,6,9,9,0,6,"ND",6,"Fisica 1",3
"798","1","140166",7,8,6,12,7,0,6,"ND",6,"Fisica 1",3
"799","1","133300",10,9,6,9,6,0,5,"ND",5,"Fisica 1",3
"800","1","138048",8,7,9,3,6,0,5,"ND",5,"Fisica 1",3
"801","1","135940",6,7,7,7,9,0,6,"ND",6,"Fisica 1",3
"802","1","138990",8,8,12,7,10,0,7,"ND",7,"Fisica 1",3
"803","1","136009",10,7,7,6,4,4,6,"ND",6,"Fisica 1",3
"804","1","136762",7,8,8,6,8,0,6,"ND",6,"Fisica 1",3
"805","1","136067",11,14,15,15,14,14,14,"ND",14,"Fisica 1",3
"806","1","137823",10,8,8,7,6,8,7,"ND",7,"Fisica 1",3
"807","1","138758",10,11,11,9,12,9,10,"11",11,"Fisica 1",3
"808","1","136926",6,6,8,9,8,0,6,"ND",6,"Fisica 1",3
"809","1","138588",9,7,7,13,7,12,9,"11",11,"Fisica 1",3
"810","1","140980",10,11,9,11,11,10,10,"11",11,"Fisica 1",3
"811","1","136546",9,10,7,8,6,0,6,"ND",6,"Fisica 1",3
"812","1","136634",10,8,8,10,11,6,9,"11",11,"Fisica 1",3
"813","1","140274",8,12,11,12,10,9,10,"11",11,"Fisica 1",3
"814","1","133194",6,10,10,9,9,10,9,"11",11,"Fisica 1",3
"815","1","139782",9,9,10,11,12,11,11,"ND",11,"Fisica 1",3
"816","1","136943",15,15,12,13,14,13,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"817","1","139083",15,14,14,14,15,13,14,"ND",14,"Fundamentos de Sistemas de Informacion",3
"818","1","135888",15,13,12,14,13,12,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"819","1","124610",14,12,13,15,12,13,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"820","1","136749",12,14,12,14,11,14,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"821","1","139655",14,14,11,15,14,12,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"822","1","134691",12,14,10,14,14,14,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"823","1","139558",12,13,7,11,12,6,9,"ND",9,"Fundamentos de Sistemas de Informacion",3
"824","1","138042",12,12,7,13,13,10,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"825","1","136442",14,12,12,15,13,12,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"826","1","139947",12,15,13,13,14,13,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"827","1","136852",12,13,14,12,13,13,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"828","1","137803",14,14,12,14,13,13,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"829","1","138349",13,10,11,11,12,10,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"830","1","136046",10,13,7,12,11,8,10,"ND",10,"Fundamentos de Sistemas de Informacion",3
"831","1","140166",11,10,9,10,12,10,10,"11",11,"Fundamentos de Sistemas de Informacion",3
"832","1","137583",13,12,11,11,13,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"833","1","133300",12,11,7,12,13,8,10,"ND",10,"Fundamentos de Sistemas de Informacion",3
"834","1","135940",14,13,7,14,12,11,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"835","1","138181",13,14,14,12,12,12,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"836","1","139396",10,13,9,13,11,10,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"837","1","47251",13,12,13,10,12,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"838","1","138990",7,12,12,12,14,10,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"839","1","140387",10,12,10,12,11,10,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"840","1","138881",12,14,9,13,12,11,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"841","1","136009",11,11,10,13,14,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"842","1","136839",8,10,7,12,11,10,10,"ND",11,"Fundamentos de Sistemas de Informacion",3
"843","1","136762",12,13,12,11,14,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"844","1","139137",11,10,11,12,14,14,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"845","1","140397",11,7,9,12,13,10,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"846","1","140557",12,13,12,14,10,11,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"847","1","140286",12,13,10,13,14,8,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"848","1","136067",17,16,10,14,14,11,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"849","1","137823",13,15,5,11,12,12,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"850","1","138758",15,14,11,14,14,12,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"851","1","136926",12,10,7,12,11,12,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"852","1","137562",7,10,4,11,0,0,4,"ND",4,"Fundamentos de Sistemas de Informacion",3
"853","1","136574",12,12,8,11,12,13,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"854","1","138542",12,14,11,13,12,10,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"855","1","140467",14,12,10,11,13,11,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"856","1","126285",9,11,8,13,11,11,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"857","1","138588",13,14,6,14,13,11,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"858","1","135996",10,10,4,11,13,9,9,"ND",9,"Fundamentos de Sistemas de Informacion",3
"859","1","127181",13,13,3,12,12,11,10,"ND",10,"Fundamentos de Sistemas de Informacion",3
"860","1","140980",12,11,11,11,10,9,10,"11",11,"Fundamentos de Sistemas de Informacion",3
"861","1","136740",12,11,7,13,12,10,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"862","1","136546",14,13,12,12,13,10,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"863","1","135575",13,13,12,13,14,11,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"864","1","136955",8,11,6,12,10,9,9,"ND",9,"Fundamentos de Sistemas de Informacion",3
"865","1","135385",10,9,7,11,12,8,9,"ND",9,"Fundamentos de Sistemas de Informacion",3
"866","1","135192",14,11,10,14,13,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"867","1","136634",15,14,12,12,11,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"868","1","140274",13,13,11,12,14,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"869","1","140869",12,13,10,11,14,11,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"870","1","136734",11,12,10,12,11,11,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"871","1","136981",12,14,7,14,12,12,12,"ND",12,"Fundamentos de Sistemas de Informacion",3
"872","1","140805",10,8,5,11,9,7,8,"ND",8,"Fundamentos de Sistemas de Informacion",3
"873","1","136776",11,7,4,12,11,10,9,"ND",9,"Fundamentos de Sistemas de Informacion",3
"874","1","133194",12,11,10,12,10,11,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"875","1","139016",9,9,7,11,10,10,9,"ND",9,"Fundamentos de Sistemas de Informacion",3
"876","1","139782",14,12,11,12,14,13,13,"ND",13,"Fundamentos de Sistemas de Informacion",3
"877","1","133946",10,12,7,11,10,9,10,"ND",9,"Fundamentos de Sistemas de Informacion",3
"878","1","132138",12,13,11,12,11,11,11,"ND",11,"Fundamentos de Sistemas de Informacion",3
"879","1","136943",15,15,14,16,15,16,15,"ND",14,"Matematica III",3
"880","1","139083",16,15,14,16,14,13,14,"ND",14,"Matematica III",3
"881","1","135888",16,15,15,16,16,15,15,"ND",14,"Matematica III",3
"882","1","136749",14,14,15,15,14,14,14,"ND",14,"Matematica III",3
"883","1","139655",14,15,16,15,16,14,15,"ND",15,"Matematica III",3
"884","1","134691",16,15,16,15,15,15,15,"ND",15,"Matematica III",3
"885","1","139558",14,13,15,13,17,14,15,"ND",15,"Matematica III",3
"886","1","136442",14,15,16,13,15,14,15,"ND",14,"Matematica III",3
"887","1","139947",13,15,16,14,16,13,15,"ND",15,"Matematica III",3
"888","1","136852",15,15,16,16,17,16,16,"ND",14,"Matematica III",3
"889","1","122718",16,13,10,14,15,11,13,"11",11,"Matematica III",3
"890","1","137803",15,16,15,15,16,16,16,"ND",15,"Matematica III",3
"891","2","125637",14,13,15,14,16,13,14,"ND",14,"Matematica III",3
"892","1","137583",16,15,15,16,18,15,16,"ND",15,"Matematica III",3
"893","1","135940",16,14,15,14,17,14,15,"ND",15,"Matematica III",3
"894","1","138181",13,15,14,15,16,15,15,"ND",15,"Matematica III",3
"895","1","47251",16,16,14,16,16,14,15,"ND",15,"Matematica III",3
"896","1","140387",13,14,12,15,15,14,14,"ND",14,"Matematica III",3
"897","1","132592",13,14,13,13,15,15,14,"ND",14,"Matematica III",3
"898","1","138881",15,13,12,15,16,14,14,"ND",15,"Matematica III",3
"899","1","136009",15,15,17,15,16,16,16,"ND",14,"Matematica III",3
"900","2","124120",13,16,13,13,14,12,13,"ND",14,"Matematica III",3
"901","1","136762",14,14,13,15,16,15,15,"ND",14,"Matematica III",3
"902","1","140397",14,12,13,13,14,14,13,"ND",14,"Matematica III",3
"903","1","140557",15,15,14,14,15,14,14,"ND",14,"Matematica III",3
"904","1","136067",20,20,16,20,18,20,19,"ND",14,"Matematica III",3
"905","1","138758",18,16,17,15,18,18,17,"ND",14,"Matematica III",3
"906","1","136926",15,15,14,16,15,15,15,"ND",15,"Matematica III",3
"907","1","136574",16,16,15,16,16,13,15,"ND",15,"Matematica III",3
"908","1","138542",16,15,15,15,13,16,15,"ND",15,"Matematica III",3
"909","1","140467",14,16,13,15,16,15,15,"ND",15,"Matematica III",3
"910","1","138588",20,20,18,18,18,20,19,"ND",15,"Matematica III",3
"911","1","140980",16,15,16,15,16,16,16,"ND",16,"Matematica III",3
"912","1","136740",13,15,15,16,15,14,15,"ND",15,"Matematica III",3
"913","1","136546",16,16,16,17,15,16,16,"ND",15,"Matematica III",3
"914","1","136955",13,13,13,15,15,14,14,"ND",14,"Matematica III",3
"915","1","135192",14,14,13,14,14,14,14,"ND",14,"Matematica III",3
"916","1","136634",15,15,13,14,17,15,15,"ND",13,"Matematica III",3
"917","1","140274",18,16,17,16,17,18,17,"ND",14,"Matematica III",3
"918","1","140869",19,16,15,16,17,16,16,"ND",15,"Matematica III",3
"919","1","136734",15,14,15,16,16,16,16,"ND",15,"Matematica III",3
"920","1","136981",14,16,15,15,16,16,16,"ND",15,"Matematica III",3
"921","1","139016",13,14,14,15,16,15,15,"ND",14,"Matematica III",3
"922","1","139782",13,15,16,15,18,15,16,"ND",15,"Matematica III",3
"923","1","132138",14,14,15,15,16,16,15,"ND",15,"Matematica III",3
"924","1","139083",15,12,12,14,13,13,13,"ND",13,"Arquitectura de computadoras",4
"925","1","135888",15,13,13,12,15,15,14,"ND",14,"Arquitectura de computadoras",4
"926","1","124610",13,14,12,12,14,13,13,"ND",13,"Arquitectura de computadoras",4
"927","1","136749",13,14,14,13,14,12,13,"ND",13,"Arquitectura de computadoras",4
"928","1","139655",12,14,14,13,14,13,14,"ND",14,"Arquitectura de computadoras",4
"929","1","134691",13,14,15,15,14,15,15,"ND",15,"Arquitectura de computadoras",4
"930","1","137589",14,13,13,12,13,13,13,"ND",13,"Arquitectura de computadoras",4
"931","1","136442",14,13,14,13,13,14,14,"ND",14,"Arquitectura de computadoras",4
"932","1","139947",14,14,15,14,13,15,14,"ND",14,"Arquitectura de computadoras",4
"933","1","136852",15,16,17,15,15,16,16,"ND",16,"Arquitectura de computadoras",4
"934","1","137803",14,14,16,14,14,15,15,"ND",15,"Arquitectura de computadoras",4
"935","1","138349",13,13,14,12,13,12,13,"ND",13,"Arquitectura de computadoras",4
"936","1","136046",12,14,14,13,12,12,13,"ND",13,"Arquitectura de computadoras",4
"937","1","135940",14,13,12,14,14,14,14,"ND",14,"Arquitectura de computadoras",4
"938","1","138181",15,14,14,14,15,15,15,"ND",15,"Arquitectura de computadoras",4
"939","1","139669",15,12,14,14,12,14,13,"ND",13,"Arquitectura de computadoras",4
"940","1","140387",12,14,13,13,15,13,14,"ND",14,"Arquitectura de computadoras",4
"941","1","132592",14,15,14,15,14,12,14,"ND",14,"Arquitectura de computadoras",4
"942","1","138881",13,12,12,15,14,15,14,"ND",14,"Arquitectura de computadoras",4
"943","1","136009",15,14,17,15,15,16,16,"ND",16,"Arquitectura de computadoras",4
"944","1","136762",15,15,15,14,15,15,15,"ND",15,"Arquitectura de computadoras",4
"945","1","140286",11,14,12,9,10,8,10,"ND",10,"Arquitectura de computadoras",4
"946","1","136067",14,16,15,15,16,13,15,"ND",15,"Arquitectura de computadoras",4
"947","1","137823",13,12,13,14,15,12,13,"ND",13,"Arquitectura de computadoras",4
"948","1","138758",13,15,15,14,14,15,15,"ND",15,"Arquitectura de computadoras",4
"949","1","136926",14,15,12,13,13,15,14,"ND",14,"Arquitectura de computadoras",4
"950","1","136574",12,13,12,13,14,12,13,"ND",13,"Arquitectura de computadoras",4
"951","1","140467",13,12,12,15,12,12,13,"ND",13,"Arquitectura de computadoras",4
"952","1","138588",14,14,14,15,14,12,14,"ND",14,"Arquitectura de computadoras",4
"953","1","140980",13,14,12,14,13,15,14,"ND",14,"Arquitectura de computadoras",4
"954","1","136740",15,12,15,13,13,12,13,"ND",13,"Arquitectura de computadoras",4
"955","1","136546",14,14,12,14,14,14,14,"ND",14,"Arquitectura de computadoras",4
"956","1","135575",12,14,13,15,13,12,13,"ND",13,"Arquitectura de computadoras",4
"957","1","136634",12,14,12,14,12,13,13,"ND",13,"Arquitectura de computadoras",4
"958","1","140274",14,12,16,13,13,15,14,"ND",14,"Arquitectura de computadoras",4
"959","1","140869",15,14,12,12,13,13,13,"ND",13,"Arquitectura de computadoras",4
"960","1","136734",15,12,13,14,12,13,13,"ND",13,"Arquitectura de computadoras",4
"961","1","136981",12,12,14,14,15,15,14,"ND",14,"Arquitectura de computadoras",4
"962","1","139782",14,13,12,12,12,15,13,"ND",13,"Arquitectura de computadoras",4
"963","1","132138",15,15,15,15,15,12,14,"ND",14,"Arquitectura de computadoras",4
"964","1","135888",14,13,12,11,14,12,13,"ND",13,"Estructura de datos",4
"965","1","136749",13,11,13,12,12,11,12,"ND",12,"Estructura de datos",4
"966","1","139655",13,12,15,13,13,11,13,"ND",13,"Estructura de datos",4
"967","1","134691",13,13,14,13,15,12,13,"ND",13,"Estructura de datos",4
"968","1","136442",11,12,13,15,11,13,13,"ND",13,"Estructura de datos",4
"969","1","139947",12,13,12,14,15,13,13,"ND",13,"Estructura de datos",4
"970","1","136852",15,13,13,14,13,14,14,"ND",14,"Estructura de datos",4
"971","1","137803",15,14,13,11,15,12,13,"ND",13,"Estructura de datos",4
"972","1","138349",12,10,9,12,11,10,10,"ND",10,"Estructura de datos",4
"973","1","136046",11,12,10,10,11,7,10,"ND",10,"Estructura de datos",4
"974","1","135940",13,12,14,12,15,14,14,"ND",14,"Estructura de datos",4
"975","1","138181",13,14,15,12,13,14,14,"ND",14,"Estructura de datos",4
"976","1","139669",11,11,8,12,10,8,10,"ND",10,"Estructura de datos",4
"977","1","140387",12,10,8,12,11,10,10,"ND",10,"Estructura de datos",4
"978","1","138881",11,11,12,14,13,12,12,"ND",12,"Estructura de datos",4
"979","1","136009",12,14,13,12,15,14,14,"ND",14,"Estructura de datos",4
"980","1","136762",14,11,14,13,11,14,13,"ND",13,"Estructura de datos",4
"981","1","140286",11,8,10,11,10,10,10,"ND",10,"Estructura de datos",4
"982","1","136067",16,12,18,14,13,11,14,"ND",14,"Estructura de datos",4
"983","1","138758",15,15,15,13,13,14,14,"ND",14,"Estructura de datos",4
"984","1","136926",14,15,10,11,12,11,12,"ND",12,"Estructura de datos",4
"985","1","136574",9,11,10,11,8,11,10,"11",11,"Estructura de datos",4
"986","1","140467",10,11,15,11,13,11,12,"ND",12,"Estructura de datos",4
"987","1","138588",16,13,13,15,12,17,14,"ND",14,"Estructura de datos",4
"988","1","140980",14,12,15,13,15,16,15,"ND",15,"Estructura de datos",4
"989","1","136546",12,13,14,15,13,12,13,"ND",13,"Estructura de datos",4
"990","1","135575",15,14,14,11,14,13,13,"ND",13,"Estructura de datos",4
"991","1","136634",14,11,14,12,14,12,13,"ND",13,"Estructura de datos",4
"992","1","140274",12,11,14,14,13,14,13,"ND",13,"Estructura de datos",4
"993","1","136734",13,13,11,14,11,15,13,"ND",13,"Estructura de datos",4
"994","1","136981",12,11,12,11,15,11,12,"ND",12,"Estructura de datos",4
"995","1","139782",13,12,13,15,13,15,14,"ND",14,"Estructura de datos",4
"996","1","132138",12,13,15,15,13,11,13,"ND",13,"Estructura de datos",4
"997","1","135888",11,12,11,13,13,10,12,"ND",12,"Fisica aplicada a la computacion",4
"998","2","125630",12,12,13,14,12,11,12,"ND",12,"Fisica aplicada a la computacion",4
